Name,Company,Industry,Net Sales (million),Net income (million),Salary (000),Bonus,Other annual comp,Total compensation,Total comp with options ($000),Total comp + opt exer,All other pay,Percent stock owned,CEO?,Full Title,Sex,Age,GVKEY,SP Industry Code,SIC,SIC Desc,Id,Annual CEO
Christopher Klein,FORTUNE BRANDS INC,Discretionary,5912.5,579.2,237.371,250.6,0,487.971,1816.981,850.57,0,,,senior vp-strategy and corporate development,MALE,.,1408,2520,3490,MISC FABRICATED METAL PRODS,26756,
Jess Benton,ABM INDUSTRIES INC,Industrial,2262.476,90.458,469.35,98.438,0,567.788,575.788,837.406,0,,,executive vp & chief operating officer,MALE,.,1410,2020,7340,"SVCS TO DWELLINGS, OTH BLDGS",5654,
Henrik Slipsager,ABM INDUSTRIES INC,Industrial,2262.476,90.458,677.95,185.922,0,863.872,867.872,867.872,0,,CEO,president & CEO,MALE,49,1410,2020,7340,"SVCS TO DWELLINGS, OTH BLDGS",15843,CEO
James McClure,ABM INDUSTRIES INC,Industrial,2262.476,90.458,422.415,105.273,0,527.688,537.309,537.309,0,,,executive vp; president-ABM Janitorial Services,MALE,.,1410,2020,7340,"SVCS TO DWELLINGS, OTH BLDGS",24909,
George Sundby,ABM INDUSTRIES INC,Industrial,2262.476,90.458,312.9,105.496,0,418.396,428.55,428.55,0,,,senior vp & chief finance officer,MALE,.,1410,2020,7340,"SVCS TO DWELLINGS, OTH BLDGS",24910,
Steven Zaccagnini,ABM INDUSTRIES INC,Industrial,2262.476,90.458,287.5,75,0,362.5,715.315,445.101,78.465,,,senior vp; president-ABM Facility Services,MALE,.,1410,2020,7340,"SVCS TO DWELLINGS, OTH BLDGS",26645,
"E. Draper, Jr.",AMERICAN ELECTRIC POWER,Utility,14545,119,1094.192,980.031,0,2074.223,2137.652,2137.652,18.429,,CEO,"chairman, president & CEO; chairman & CEO-service corp; chairman & CEO sub.",MALE,.,1440,5510,4911,ELECTRIC SERVICES,100,CEO
Henry Fayne,AMERICAN ELECTRIC POWER,Utility,14545,119,501.923,256.225,0,758.148,935.133,797.298,16.674,,,vp; executive vp-service corporation; president-subsidiaries,MALE,.,1440,5510,4911,ELECTRIC SERVICES,21103,
Thomas Shockley III,AMERICAN ELECTRIC POWER,Utility,14545,119,667.558,291.475,0,959.033,1275.035,1004.878,15.95,,,vice chairman; vice chairman & chief operating officer-service corporation,MALE,.,1440,5510,4911,ELECTRIC SERVICES,23620,
Susan Tomasky,AMERICAN ELECTRIC POWER,Utility,14545,119,476.827,256.137,0,732.964,908.007,770.172,15.864,,,"vp, secretary & chief finance officer; executive vp-service corporation",FEMALE,.,1440,5510,4911,ELECTRIC SERVICES,23621,
Thomas Hagan,AMERICAN ELECTRIC POWER,Utility,14545,119,421.615,237.85,0,659.465,826.626,688.791,10.45,,,executive vp-shared services; vp-subsidiaries,MALE,.,1440,5510,4911,ELECTRIC SERVICES,26785,
Kenneth Chenault,AMERICAN EXPRESS,Financial,26578,2987,1000,3500,243.517,4500,17404.796,12108.097,10.77,,CEO,chairman & CEO,MALE,52,1447,4020,6199,FINANCE SERVICES,111,CEO
James Cracchiolo,AMERICAN EXPRESS,Financial,26578,2987,475,1010,106.22,1485,6808.565,6224.994,0,,,group president-global financial services group,MALE,.,1447,4020,6199,FINANCE SERVICES,21060,
"Alfred Kelly, Jr.",AMERICAN EXPRESS,Financial,26578,2987,475,1090,88.659,1565,5861.649,4808.996,0,,,group president-U.S. consumer and small business services group,MALE,.,1447,4020,6199,FINANCE SERVICES,21061,
Gary Crittenden,AMERICAN EXPRESS,Financial,26578,2987,498.077,910,88.373,1408.077,5160.499,3196.569,0,,,executive vp & chief finance officer,MALE,.,1447,4020,6199,FINANCE SERVICES,23453,
Edward Gilligan,AMERICAN EXPRESS,Financial,26578,2987,441.154,895,97.721,1336.154,5254.701,8445.824,0,,,group president-global corporate services,MALE,.,1447,4020,6199,FINANCE SERVICES,24993,
Daniel Amos,AFLAC INC,Financial,11447,795,995,2170.593,141.755,3165.593,14796.547,19202.343,0,1.46,CEO,chairman & CEO,MALE,52,1449,4030,6321,ACCIDENT & HEALTH INSURANCE,2653,CEO
Kriss Cloninger III,AFLAC INC,Financial,11447,795,715.825,1222.63,77.262,1938.455,3182.462,2024.039,0,,,"president, chief finance officer & treasurer",MALE,56,1449,4030,6321,ACCIDENT & HEALTH INSURANCE,2656,
Hidefumi Matsui,AFLAC INC,Financial,11447,795,502.285,899.042,0,1401.327,1409.96,7817.669,0,,,chairman-AFLAC Japan,MALE,59,1449,4030,6321,ACCIDENT & HEALTH INSURANCE,2657,
Charles Lake II,AFLAC INC,Financial,11447,795,333.333,520.625,0,853.958,2834.748,1862.136,0,,,president-AFLAC Japan,MALE,.,1449,4030,6321,ACCIDENT & HEALTH INSURANCE,26769,
Bradley Jones,AFLAC INC,Financial,11447,795,174.856,678.98,0,853.836,1197.197,860.286,0,,,senior vp & director of sales,MALE,.,1449,4030,6321,ACCIDENT & HEALTH INSURANCE,26770,
Morry Weiss,AMERICAN GREETINGS  -CL A,Discretionary,2008.943,104.67,400,0,0,400,707.263,602.905,0,,,chairman & CEO,MALE,64,1468,2520,2771,GREETING CARDS,119,
Erwin Weiss,AMERICAN GREETINGS  -CL A,Discretionary,2008.943,104.67,372.917,0,0,372.917,447.174,389.197,0,,,senior vp-specialty business,MALE,.,1468,2520,2771,GREETING CARDS,122,
William Mason,AMERICAN GREETINGS  -CL A,Discretionary,2008.943,104.67,357.599,0,0,357.599,436.747,582.473,0,,,senior vp-sales,MALE,.,1468,2520,2771,GREETING CARDS,5084,
Jeffrey Weiss,AMERICAN GREETINGS  -CL A,Discretionary,2008.943,104.67,500,0,0,500,947.054,512.23,0,,,president & chief operating officer,MALE,40,1468,2520,2771,GREETING CARDS,23915,
Zev Weiss,AMERICAN GREETINGS  -CL A,Discretionary,2008.943,104.67,600,0,0,600,1191.996,612.23,0,,CEO,CEO,MALE,37,1468,2520,2771,GREETING CARDS,27867,CEO
Steven Willensky,AMERICAN GREETINGS  -CL A,Discretionary,2008.943,104.67,344.213,0,0,344.213,406.99,349.013,0,,,senior vp-executive sales & marketing,MALE,.,1468,2520,2771,GREETING CARDS,27868,
Robert Essner,WYETH,Health,15850.632,2051.192,1428,2000,88.176,3428,12657.031,3751.333,0,,CEO,"chairman, president & CEO",MALE,56,1478,3520,2834,PHARMACEUTICAL PREPARATIONS,14166,CEO
Kenneth Martin,WYETH,Health,15850.632,2051.192,624.25,780,0,1404.25,3908.294,1503.756,0,,,executive vp & chief finance officer,MALE,.,1478,3520,2834,PHARMACEUTICAL PREPARATIONS,21099,
Bernard Poussot,WYETH,Health,15850.632,2051.192,734.4,918,0,1652.4,4172.619,1768.081,0,,,executive vp,MALE,.,1478,3520,2834,PHARMACEUTICAL PREPARATIONS,23578,
Joseph Mahady,WYETH,Health,15850.632,2051.192,583.267,690,0,1273.267,3198.813,1328.616,0,,,senior vp,MALE,.,1478,3520,2834,PHARMACEUTICAL PREPARATIONS,25074,
"Robert Ruffolo, Jr.",WYETH,Health,15850.632,2051.192,550.8,690,0,1240.8,2442.469,1262.464,0,,,senior vp,MALE,.,1478,3520,2834,PHARMACEUTICAL PREPARATIONS,26762,
Maurice Greenberg,AMERICAN INTERNATIONAL GROUP,Financial,81303,9274,1000,6500,0,7500,.,14595.067,0,1.67,CEO,chairman & CEO,MALE,78,1487,4030,6311,LIFE INSURANCE,134,CEO
John Graf,AMERICAN INTERNATIONAL GROUP,Financial,81303,9274,682,1340,0,2022,.,5646.214,0,,,executive vp-retirement savings,MALE,.,1487,4030,6311,LIFE INSURANCE,25352,
"Rodney Martin, Jr.",AMERICAN INTERNATIONAL GROUP,Financial,81303,9274,682,1340,0,2022,.,2126.118,0,,,executive vp-life insurance,MALE,.,1487,4030,6311,LIFE INSURANCE,25353,
Donald Kanak,AMERICAN INTERNATIONAL GROUP,Financial,81303,9274,650,860,0,1510,.,2688.527,1164.529,,,executive vp; CEO-AIG-Japan and Korea,MALE,51,1487,4030,6311,LIFE INSURANCE,27279,
Martin Sullivan,AMERICAN INTERNATIONAL GROUP,Financial,81303,9274,700.962,730,0,1430.962,.,2131.558,0,,,vice chairman & co-chief operating officer,MALE,49,1487,4030,6311,LIFE INSURANCE,27280,
Donna Morea,AMERICAN MANAGEMENT SYSTEMS,IT,961.62,-26.296,475,0,0,475,749.184,483.374,0,,,executive vp,FEMALE,49,1500,4510,7370,"CMP PROGRAMMING,DATA PROCESS",21823,
Alfred Mockett,AMERICAN MANAGEMENT SYSTEMS,IT,961.62,-26.296,800,0,0,800,2323.798,809.325,0,,CEO,chairman & CEO,MALE,55,1500,4510,7370,"CMP PROGRAMMING,DATA PROCESS",24331,CEO
Walter Howell,AMERICAN MANAGEMENT SYSTEMS,IT,961.62,-26.296,380,0,0,380,595.327,380,0,,,executive vp,MALE,53,1500,4510,7370,"CMP PROGRAMMING,DATA PROCESS",27163,
Garry Griffiths,AMERICAN MANAGEMENT SYSTEMS,IT,961.62,-26.296,325,0,0,325,540.327,325,0,,,executive vp & chief human resources officer,MALE,59,1500,4510,7370,"CMP PROGRAMMING,DATA PROCESS",27164,
David Fontaine,AMERICAN MANAGEMENT SYSTEMS,IT,961.62,-26.296,325,0,0,325,590.81,325,0,,,"executive vp, general counsel & chief risk officer",MALE,40,1500,4510,7370,"CMP PROGRAMMING,DATA PROCESS",27165,
James Peveler,AMERICAN PACIFIC CORP,Materials,68.866,9.36,214,0,0,214,230.408,232.894,0,,,vp & general manager-Utah operations,MALE,67,1533,1510,2810,INDL INORGANIC CHEMICALS,5665,
David Keys,AMERICAN PACIFIC CORP,Materials,68.866,9.36,330,0,0,330,477.669,543.673,0,,,"executive vp, chief finance officer, secretary & treasurer",MALE,47,1533,1510,2810,INDL INORGANIC CHEMICALS,5666,
John Gibson,AMERICAN PACIFIC CORP,Materials,68.866,9.36,402,0,0,402,566.076,471.5,0,0.89,CEO,"chairman, president & CEO",MALE,66,1533,1510,2810,INDL INORGANIC CHEMICALS,13804,CEO
Linda Ferguson,AMERICAN PACIFIC CORP,Materials,68.866,9.36,141,0,0,141,157.408,151.746,0,,,vp-administration & assistant secretary,FEMALE,62,1533,1510,2810,INDL INORGANIC CHEMICALS,15936,
Fortunato Villamagna,AMERICAN PACIFIC CORP,Materials,68.866,9.36,212,0,0,212,339.98,212,0,,,vp-business development,MALE,45,1533,1510,2810,INDL INORGANIC CHEMICALS,24946,
W. Kissel,AMERICAN STANDARD COS INC,Industrial,8567.6,405.2,425,300,83.396,725,2527.959,3532.468,63.75,,,senior vp; president-vehicle control systems,MALE,.,1567,2010,3585,"AIR-COND,HEATING,REFRIG EQ",16588,
Frederic Poses,AMERICAN STANDARD COS INC,Industrial,8567.6,405.2,1000,1680,95.327,2680,4272.247,4272.247,0,0.25,CEO,chairman & CEO,MALE,61,1567,2010,3585,"AIR-COND,HEATING,REFRIG EQ",21855,CEO
G. D'Aloia,AMERICAN STANDARD COS INC,Industrial,8567.6,405.2,483.333,350,0,833.333,2518.796,4455.812,0,,,senior vp & chief finance officer,MALE,.,1567,2010,3585,"AIR-COND,HEATING,REFRIG EQ",21856,
J. McGrath,AMERICAN STANDARD COS INC,Industrial,8567.6,405.2,425,300,0,725,2388.788,3761.009,0,,,"senior vp, general counsel & secretary",MALE,.,1567,2010,3585,"AIR-COND,HEATING,REFRIG EQ",21857,
Marc Olivie,AMERICAN STANDARD COS INC,Industrial,8567.6,405.2,400,300,0,700,2707.167,4189.475,154.919,,,senior vp; president-global bath & kitchen,MALE,.,1567,2010,3585,"AIR-COND,HEATING,REFRIG EQ",25044,
David Dorman,AT&T CORP,Telecom,34529,1865,1268.75,2649,908.264,3917.75,20064.332,11727.387,3176,,CEO,chairman & CEO,MALE,50,1581,5010,4813,PHONE COMM EX RADIOTELEPHONE,23759,CEO
James Cicconi,AT&T CORP,Telecom,34529,1865,605,840.3,125.086,1445.3,5517.048,2738.066,0,,,executive vp & general counsel,MALE,.,1581,5010,4813,PHONE COMM EX RADIOTELEPHONE,25400,
Hosseing Eslambolchi,AT&T CORP,Telecom,34529,1865,579.167,585.8,136.853,1164.967,6489.545,4266.36,610.169,,,chief technology officer & chief information officer; president-AT&T labs,MALE,.,1581,5010,4813,PHONE COMM EX RADIOTELEPHONE,25401,
Thomas Horton,AT&T CORP,Telecom,34529,1865,625,840,142.625,1465,7484.698,3167.228,375,,,senior executive vp & chief finance officer,MALE,.,1581,5010,4813,PHONE COMM EX RADIOTELEPHONE,26849,
John Polumbo,AT&T CORP,Telecom,34529,1865,562.5,907.9,541.344,1470.4,5852.349,3073.367,36,,,president; CEO-AT&T Consumer,MALE,.,1581,5010,4813,PHONE COMM EX RADIOTELEPHONE,26850,
Frank Hermance,AMETEK INC,Industrial,1091.622,87.815,625,700,0,1325,2406.662,3124.582,0,0.57,CEO,chairman & CEO,MALE,55,1598,2010,3621,MOTORS AND GENERATORS,2666,CEO
John Molinelli,AMETEK INC,Industrial,1091.622,87.815,289.25,200,0,489.25,879.54,1506.567,0,,,executive vp & chief finance officer,MALE,57,1598,2010,3621,MOTORS AND GENERATORS,5227,
Albert Neupaver,AMETEK INC,Industrial,1091.622,87.815,295,125,0,420,771.471,2376.617,0,,,president-electromechanical group,MALE,53,1598,2010,3621,MOTORS AND GENERATORS,12945,
Robert Chlebek,AMETEK INC,Industrial,1091.622,87.815,270,205,0,475,779.272,965.623,0,,,president-electronic instruments,MALE,60,1598,2010,3621,MOTORS AND GENERATORS,14393,
"Thomas Mangold, Jr.",AMETEK INC,Industrial,1091.622,87.815,255,202,0,457,755.592,1646.649,0,,,president-electronic instruments,MALE,.,1598,2010,3621,MOTORS AND GENERATORS,19010,
David Zapico,AMETEK INC,Industrial,1091.622,87.815,210.737,101,0,311.737,514.358,790.306,0,,,vp; general manager-aerospace and power instruments,MALE,39,1598,2010,3621,MOTORS AND GENERATORS,27232,
Kevin Sharer,AMGEN INC,Health,8356,2259.5,1098.333,2475,217.844,3573.333,15264.555,9679.244,0,,CEO,"chairman, president & CEO",MALE,56,1602,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",151,CEO
Dennis Fenton,AMGEN INC,Health,8356,2259.5,726.8,1145,0,1871.8,5863.902,9021.076,0,,,executive vp-operations & corporate compliance officer,MALE,52,1602,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",21461,
Roger Perlmutter,AMGEN INC,Health,8356,2259.5,737.333,1365,101.802,2102.333,7447.367,4610.759,0,,,executive vp-research and development,MALE,51,1602,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",23667,
George Morrow,AMGEN INC,Health,8356,2259.5,756.001,1390,1.577,2146.001,9044.347,5396.739,0,,,executive vp-global commerial operations,MALE,52,1602,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",23668,
Richard Nanula,AMGEN INC,Health,8356,2259.5,658.334,1040,1.411,1698.334,5536.202,2853.712,0,,,"executive vp-finance, strategy and communications & chief finance officer",MALE,43,1602,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",25292,
C. Ritter,AMSOUTH BANCORPORATION,Financial,2942.229,626.121,995,1865,210.713,2860,5908.816,6144.562,0,,CEO,"chairman, president & CEO",MALE,56,1619,4010,6020,COMMERCIAL BANKS,11394,CEO
"E. Stephenson, Jr.",AMSOUTH BANCORPORATION,Financial,2942.229,626.121,425,463.25,55.168,888.25,1505.491,1655.656,0,,,senior executive vp; head-Florida and Mississippi banking group,MALE,.,1619,4010,6020,COMMERCIAL BANKS,11395,
Sloan Gibson,AMSOUTH BANCORPORATION,Financial,2942.229,626.121,470,432.4,47.223,902.4,1741.85,2357.849,0,,,"vice chairman, chief finance officer; head-finance and credit group",MALE,.,1619,4010,6020,COMMERCIAL BANKS,11983,
W. Mayer III,AMSOUTH BANCORPORATION,Financial,2942.229,626.121,385,404.25,53.211,789.25,1402.524,1651.916,0,,,senior executive vp; head-Alabama and South Louisiana banking group,MALE,.,1619,4010,6020,COMMERCIAL BANKS,11984,
Candice Bagby,AMSOUTH BANCORPORATION,Financial,2942.229,626.121,375,435,41.396,810,1405.659,1197.453,0,,,senior executive vp; head-consumer banking group,FEMALE,.,1619,4010,6020,COMMERCIAL BANKS,14084,
Beth Mooney,AMSOUTH BANCORPORATION,Financial,2942.229,626.121,385,404.25,34.372,789.25,1378.485,1038.573,0,,,senior executive vp; head-Tennessee and north Louisiana banking group,FEMALE,.,1619,4010,6020,COMMERCIAL BANKS,23550,
Jerald Fishman,ANALOG DEVICES,IT,2047.268,298.281,930.935,40.728,2438.272,971.663,3475.1,14997.874,0,,CEO,president & CEO,MALE,58,1632,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",2669,CEO
Brian McAloon,ANALOG DEVICES,IT,2047.268,298.281,430.219,13.444,264.878,443.663,755.417,2969.815,0,,,group vp-DSP and systems products group,MALE,.,1632,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",2670,
Joseph McDonough,ANALOG DEVICES,IT,2047.268,298.281,403.477,12.609,400.626,416.086,844.955,3759.32,0,,,vp-finance & chief finance officer,MALE,.,1632,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",2671,
Samuel Fuller,ANALOG DEVICES,IT,2047.268,298.281,362.066,9.052,123.401,371.118,519.864,2377.783,0,,,vp-research & development,MALE,.,1632,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",18039,
Robert Marshall,ANALOG DEVICES,IT,2047.268,298.281,315,9.844,0,324.844,389.635,380.064,0,,,vp-worldwide manufacturing,MALE,.,1632,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",26639,
Bernard Gordon,ANALOGIC CORP,Health,471.522,49.495,350,0,0,350,350,350,0,15.8,CEO,"chairman, executive chairman & CEO",MALE,76,1633,3510,3825,ELEC MEAS & TEST INSTRUMENTS,15471,CEO
Julian Soshnick,ANALOGIC CORP,Health,471.522,49.495,240,30,0,270,270,270,0,,,"vp, general counsel & clerk",MALE,71,1633,3510,3825,ELEC MEAS & TEST INSTRUMENTS,15475,
John Millerick,ANALOGIC CORP,Health,471.522,49.495,240,30,0,270,445,591.723,0,,,"senior vp, chief finance officer & treasurer",MALE,55,1633,3510,3825,ELEC MEAS & TEST INSTRUMENTS,20833,
"John Wood, Jr.",ANALOGIC CORP,Health,471.522,49.495,124.9,0,0,124.9,2264.046,2004.9,0,,,president,MALE,59,1633,3510,3825,ELEC MEAS & TEST INSTRUMENTS,26541,
Michael LaVelle,ANALYSTS INTERNATIONAL CORP,IT,331.899,-1.524,375.433,0,0,375.433,377.4,377.4,0,,CEO,president & CEO,MALE,64,1634,4510,7371,COMPUTER PROGRAMMING SERVICE,20390,CEO
John Bamberger,ANALYSTS INTERNATIONAL CORP,IT,331.899,-1.524,361.977,0,0,361.977,362.454,362.454,0,,,executive vp & chief operating officer,MALE,48,1634,4510,7371,COMPUTER PROGRAMMING SERVICE,24337,
John Paprocki,ANALYSTS INTERNATIONAL CORP,IT,331.899,-1.524,411.053,0,0,411.053,411.633,421.508,0,,,chief finance officer,MALE,.,1634,4510,7371,COMPUTER PROGRAMMING SERVICE,26148,
Colleen Davenport,ANALYSTS INTERNATIONAL CORP,IT,331.899,-1.524,203.75,0,0,203.75,203.963,203.963,0,,,secretary & general counsel,FEMALE,.,1634,4510,7371,COMPUTER PROGRAMMING SERVICE,27684,
David Steichen,ANALYSTS INTERNATIONAL CORP,IT,331.899,-1.524,131.493,0,0,131.493,158.479,141.761,0,,,chief finance officer,MALE,.,1634,4510,7371,COMPUTER PROGRAMMING SERVICE,27685,
Floyd English,ANDREW CORP,IT,1014.486,15.52,580,0,17.989,580,1468.865,621.913,0,,,chairman & CEO,MALE,.,1651,4520,3357,"DRAWNG,INSULATNG NONFER WIRE",166,
Charles Nicholas,ANDREW CORP,IT,1014.486,15.52,400,133,5.885,533,902,563.219,0,,,vice chairman & chief finance officer,MALE,57,1651,4520,3357,"DRAWNG,INSULATNG NONFER WIRE",167,
John DeSana,ANDREW CORP,IT,1014.486,15.52,327.583,183.729,4.405,511.312,760.673,534.819,0,,,group president-cable products,MALE,.,1651,4520,3357,"DRAWNG,INSULATNG NONFER WIRE",23212,
Ralph Faison,ANDREW CORP,IT,1014.486,15.52,534.583,0,10.06,534.583,1458.214,611.262,44.884,,CEO,president & CEO,MALE,45,1651,4520,3357,"DRAWNG,INSULATNG NONFER WIRE",26569,CEO
Paul Cox,ANDREW CORP,IT,1014.486,15.52,267.583,107.252,3.465,374.835,563.38,393.99,0,,,group president-antenna products,MALE,.,1651,4520,3357,"DRAWNG,INSULATNG NONFER WIRE",26570,
Robert Hudzik,ANDREW CORP,IT,1014.486,15.52,246.583,105.613,5.904,352.196,486.216,373.289,0,,,vp-corporate development,MALE,.,1651,4520,3357,"DRAWNG,INSULATNG NONFER WIRE",26571,
Theodore Armstrong,ANGELICA CORP,Industrial,374.276,9.203,220,0,0,220,221.22,221.22,0,,,senior vp-finance & administration & chief finance officer,MALE,.,1655,2020,7200,PERSONAL SERVICES,2676,
Don Hubble,ANGELICA CORP,Industrial,374.276,9.203,434,0,0,434,1350.911,1350.911,468.605,0.74,CEO,"chairman, president & CEO",MALE,64,1655,2020,7200,PERSONAL SERVICES,14714,CEO
Steven Frey,ANGELICA CORP,Industrial,374.276,9.203,175,8.75,0,183.75,266.328,188.333,0,,,"vp, general counsel & secretary",MALE,.,1655,2020,7200,PERSONAL SERVICES,19190,
Denis Raab,ANGELICA CORP,Industrial,374.276,9.203,155.327,0,0,155.327,205.797,371.433,49.25,,,vp; president-Life Retail Stores segment,MALE,.,1655,2020,7200,PERSONAL SERVICES,21913,
Paul Anderegg,ANGELICA CORP,Industrial,374.276,9.203,289.519,73.83,0,363.349,447.253,369.258,0,,,vp; president-Textile Services segment,MALE,.,1655,2020,7200,PERSONAL SERVICES,24342,
Stephen O'Hara,ANGELICA CORP,Industrial,374.276,9.203,142.5,0,0,142.5,1827.48,233.217,0,,,president & CEO,MALE,49,1655,2020,7200,PERSONAL SERVICES,27794,
James Shaffer,ANGELICA CORP,Industrial,374.276,9.203,138.75,7,0,145.75,200.956,148.959,0,,,"vp, treasurer & chief finance officer",MALE,.,1655,2020,7200,PERSONAL SERVICES,27795,
Eugene Isenberg,NABORS INDUSTRIES LTD,Energy,1880.003,192.228,325,1400,231.569,1725,22368.894,2204.988,0,1.05,CEO,chairman & CEO,MALE,74,1661,1010,1381,DRILLING OIL AND GAS WELLS,2679,CEO
Anthony Petrello,NABORS INDUSTRIES LTD,Energy,1880.003,192.228,275,700,85.566,975,11223.203,1141.25,0,0.07,,"deputy chairman, president & chief operating officer",MALE,49,1661,1010,1381,DRILLING OIL AND GAS WELLS,2680,
Bruce Koch,NABORS INDUSTRIES LTD,Energy,1880.003,192.228,185,45,0,230,661.903,237.4,0,,,vp & chief finance officer,MALE,.,1661,1010,1381,DRILLING OIL AND GAS WELLS,5229,
Daniel McLachlin,NABORS INDUSTRIES LTD,Energy,1880.003,192.228,99.333,10,46.089,109.333,336.699,249.276,0,,,vp-administration & secretary,MALE,.,1661,1010,1381,DRILLING OIL AND GAS WELLS,23892,
August Busch III,ANHEUSER-BUSCH COS INC,Staples,14146.7,2075.9,600,1500,37.977,2100,11471.249,8656.232,9.42,,,chairman,MALE,66,1663,3020,2082,MALT BEVERAGES,171,
Patrick Stokes,ANHEUSER-BUSCH COS INC,Staples,14146.7,2075.9,1391.25,3500,16.122,4891.25,21716.637,11618.332,1,,CEO,president & CEO,MALE,61,1663,3020,2082,MALT BEVERAGES,173,CEO
Stephen Lambright,ANHEUSER-BUSCH COS INC,Staples,14146.7,2075.9,570,600,11.412,1170,4022.921,4125.987,8.828,,,group vp & chief legal officer,MALE,.,1663,3020,2082,MALT BEVERAGES,11975,
W. Baker,ANHEUSER-BUSCH COS INC,Staples,14146.7,2075.9,560,670,9.203,1230,5302.717,3560.563,0,,,vp & chief finance officer,MALE,.,1663,3020,2082,MALT BEVERAGES,18482,
August Busch IV,ANHEUSER-BUSCH COS INC,Staples,14146.7,2075.9,800,1000,11.814,1800,9265.698,3208.497,0,,,vp & group executive,MALE,.,1663,3020,2082,MALT BEVERAGES,23467,
John Rangel,K2 INC,Discretionary,718.539,11.424,240,120,0,360,553.016,468.9,102.4,,,senior vp & chief finance officer,MALE,.,1677,2520,3949,"SPORTING & ATHLETIC GDS, NEC",10267,
David Cook,K2 INC,Discretionary,718.539,11.424,170,125,0,295,384.216,300.1,0,,,vp-Asia operations,MALE,.,1677,2520,3949,"SPORTING & ATHLETIC GDS, NEC",10269,
J. Merck,K2 INC,Discretionary,718.539,11.424,287,150,0,437,796.145,691,249.3,,,president & chief operating officer,MALE,.,1677,2520,3949,"SPORTING & ATHLETIC GDS, NEC",14566,
Richard Heckmann,K2 INC,Discretionary,718.539,11.424,475,0,0,475,1106.371,475.5,0,,CEO,chairman & CEO,MALE,60,1677,2520,3949,"SPORTING & ATHLETIC GDS, NEC",25826,CEO
Dudley Mendenhall,K2 INC,Discretionary,718.539,11.424,175.4,120,0,295.4,595.016,510.9,215.5,,,senior vp-finance,MALE,.,1677,2520,3949,"SPORTING & ATHLETIC GDS, NEC",27549,
